query_id,dataset_name,vpr_method,matcher_method,inliers_top1,is_top1_correct,query_path,top1_path
109,svox_train_night,mixvpr,superpoint-lg,42,1,../data/svox/images/train/queries_night\@0619850.86@5735998.81@20141216_190042@.jpg,../data/svox/images/train/gallery\@0619852.94@5735999.18@201205@LK0BYQZMRy8nLM_P_CiK-w@F@.jpg
110,svox_train_night,mixvpr,superpoint-lg,12,1,../data/svox/images/train/queries_night\@0619856.51@5736000.64@20141216_190041@.jpg,../data/svox/images/train/gallery\@0619852.94@5735999.18@201205@LK0BYQZMRy8nLM_P_CiK-w@F@.jpg
111,svox_train_night,mixvpr,superpoint-lg,9,0,../data/svox/images/train/queries_night\@0619862.06@5736003.05@20141216_190040@.jpg,../data/svox/images/train/gallery\@0620159.49@5735847.39@201206@VJEyvGXdr9a4Xwxs69qpMg@F@.jpg
112,svox_train_night,mixvpr,superpoint-lg,9,0,../data/svox/images/train/queries_night\@0619864.94@5736038.70@20141216_190030@.jpg,../data/svox/images/train/gallery\@0623821.41@5735150.11@201204@qx6yEgbTibxd0uXgqSN6Gw@B@.jpg
113,svox_train_night,mixvpr,superpoint-lg,9,0,../data/svox/images/train/queries_night\@0619866.39@5736005.87@20141216_190038@.jpg,../data/svox/images/train/gallery\@0620283.19@5736631.25@201209@Fye1Zfxiwo9yXpFCBZKSQQ@F@.jpg
114,svox_train_night,mixvpr,superpoint-lg,11,0,../data/svox/images/train/queries_night\@0619867.89@5736044.20@20141216_191710@.jpg,../data/svox/images/train/gallery\@0624477.62@5736683.50@201207@8k8yAzM0NXMPhZEoVd0TjA@B@.jpg
115,svox_train_night,mixvpr,superpoint-lg,5,0,../data/svox/images/train/queries_night\@0619868.12@5736038.28@20141216_191711@.jpg,../data/svox/images/train/gallery\@0623537.03@5735303.63@201209@KjKsz2uAr2vriD8iW-sAKA@B@.jpg
116,svox_train_night,mixvpr,superpoint-lg,1,0,../data/svox/images/train/queries_night\@0619869.72@5736041.75@20141216_190029@.jpg,../data/svox/images/train/gallery\@0621765.65@5736436.10@201205@-uDrttUL3M7zZBfvtMob9A@B@.jpg
117,svox_train_night,mixvpr,superpoint-lg,8,0,../data/svox/images/train/queries_night\@0619869.78@5736031.83@20141216_191712@.jpg,../data/svox/images/train/gallery\@0623905.01@5734799.65@201209@E8GwQW0KdZTqX2xhIQUj5w@F@.jpg
118,svox_train_night,mixvpr,superpoint-lg,205,1,../data/svox/images/train/queries_night\@0619869.84@5736040.01@20141216_191649@.jpg,../data/svox/images/train/gallery\@0619874.03@5736049.45@201206@HjqtsF7XUmhRdYBmqXiN2w@F@.jpg
119,svox_train_night,mixvpr,superpoint-lg,192,1,../data/svox/images/train/queries_night\@0619870.13@5736045.36@20141216_191649@.jpg,../data/svox/images/train/gallery\@0619874.03@5736049.45@201206@HjqtsF7XUmhRdYBmqXiN2w@F@.jpg
120,svox_train_night,mixvpr,superpoint-lg,202,1,../data/svox/images/train/queries_night\@0619870.42@5736051.05@20141216_191652@.jpg,../data/svox/images/train/gallery\@0619874.03@5736049.45@201206@HjqtsF7XUmhRdYBmqXiN2w@F@.jpg
121,svox_train_night,mixvpr,superpoint-lg,4,0,../data/svox/images/train/queries_night\@0619870.47@5736030.11@20141216_190031@.jpg,../data/svox/images/train/gallery\@0623906.67@5734791.31@201206@w6mgLaQEnw0YPs5iMBRMow@B@.jpg
122,svox_train_night,mixvpr,superpoint-lg,5,0,../data/svox/images/train/queries_night\@0619870.52@5736035.55@20141216_190030@.jpg,../data/svox/images/train/gallery\@0624326.01@5736190.41@201205@fYV5ueqskzLJ7XITXFRABw@B@.jpg
123,svox_train_night,mixvpr,superpoint-lg,6,0,../data/svox/images/train/queries_night\@0619870.72@5736009.53@20141216_190036@.jpg,../data/svox/images/train/gallery\@0619332.24@5736592.48@201205@UPHvd3OHRCJEh3noi7ne7Q@B@.jpg
124,svox_train_night,mixvpr,superpoint-lg,124,1,../data/svox/images/train/queries_night\@0619871.12@5736045.92@20141216_191648@.jpg,../data/svox/images/train/gallery\@0619884.29@5736054.67@201206@qpYQZh5phEeKymdfr8SWjw@F@.jpg
125,svox_train_night,mixvpr,superpoint-lg,219,1,../data/svox/images/train/queries_night\@0619871.77@5736046.94@20141216_190008@.jpg,../data/svox/images/train/gallery\@0619874.03@5736049.45@201206@HjqtsF7XUmhRdYBmqXiN2w@F@.jpg
126,svox_train_night,mixvpr,superpoint-lg,7,0,../data/svox/images/train/queries_night\@0619872.27@5736024.81@20141216_190032@.jpg,../data/svox/images/train/gallery\@0622450.64@5736228.17@201204@Shh4wkwanK78w_nPqsZvlg@F@.jpg
127,svox_train_night,mixvpr,superpoint-lg,129,1,../data/svox/images/train/queries_night\@0619872.45@5736047.74@20141216_190007@.jpg,../data/svox/images/train/gallery\@0619884.29@5736054.67@201206@qpYQZh5phEeKymdfr8SWjw@F@.jpg
128,svox_train_night,mixvpr,superpoint-lg,124,1,../data/svox/images/train/queries_night\@0619872.58@5736051.93@20141216_190007@.jpg,../data/svox/images/train/gallery\@0619884.29@5736054.67@201206@qpYQZh5phEeKymdfr8SWjw@F@.jpg
129,svox_train_night,mixvpr,superpoint-lg,18,0,../data/svox/images/train/queries_night\@0619872.79@5736026.69@20141216_191713@.jpg,../data/svox/images/train/gallery\@0623724.00@5736003.87@201205@HYWm6i4Op6dLIFLqdyMcZQ@F@.jpg
130,svox_train_night,mixvpr,superpoint-lg,127,1,../data/svox/images/train/queries_night\@0619872.88@5736048.28@20141216_190007@.jpg,../data/svox/images/train/gallery\@0619884.29@5736054.67@201206@qpYQZh5phEeKymdfr8SWjw@F@.jpg
131,svox_train_night,mixvpr,superpoint-lg,125,1,../data/svox/images/train/queries_night\@0619873.48@5736054.00@20141216_190007@.jpg,../data/svox/images/train/gallery\@0619884.29@5736054.67@201206@qpYQZh5phEeKymdfr8SWjw@F@.jpg
132,svox_train_night,mixvpr,superpoint-lg,7,0,../data/svox/images/train/queries_night\@0619873.71@5736014.42@20141216_190035@.jpg,../data/svox/images/train/gallery\@0622458.61@5736238.61@201209@2dJxpo7qclLhIsQtmAHquw@F@.jpg
133,svox_train_night,mixvpr,superpoint-lg,6,0,../data/svox/images/train/queries_night\@0619873.86@5736019.85@20141216_190033@.jpg,../data/svox/images/train/gallery\@0622292.71@5736422.81@201204@8uqoH4_DxtcnehRZOykmYw@F@.jpg
134,svox_train_night,mixvpr,superpoint-lg,78,1,../data/svox/images/train/queries_night\@0619874.61@5736049.58@20141216_191647@.jpg,../data/svox/images/train/gallery\@0619884.29@5736054.67@201206@qpYQZh5phEeKymdfr8SWjw@F@.jpg
135,svox_train_night,mixvpr,superpoint-lg,5,0,../data/svox/images/train/queries_night\@0619875.34@5736021.91@20141216_191714@.jpg,../data/svox/images/train/gallery\@0623193.31@5734890.73@201209@Q6Kh20xPWq3-LydvhEzRJA@B@.jpg
136,svox_train_night,mixvpr,superpoint-lg,117,1,../data/svox/images/train/queries_night\@0619877.16@5736051.12@20141216_190005@.jpg,../data/svox/images/train/gallery\@0619884.29@5736054.67@201206@qpYQZh5phEeKymdfr8SWjw@F@.jpg
137,svox_train_night,mixvpr,superpoint-lg,119,1,../data/svox/images/train/queries_night\@0619877.20@5736051.57@20141216_191646@.jpg,../data/svox/images/train/gallery\@0619884.29@5736054.67@201206@qpYQZh5phEeKymdfr8SWjw@F@.jpg
138,svox_train_night,mixvpr,superpoint-lg,105,0,../data/svox/images/train/queries_night\@0619877.79@5735993.86@20141216_191646@.jpg,../data/svox/images/train/gallery\@0619884.29@5736054.67@201206@qpYQZh5phEeKymdfr8SWjw@F@.jpg
139,svox_train_night,mixvpr,superpoint-lg,5,0,../data/svox/images/train/queries_night\@0619877.85@5736016.53@20141216_191715@.jpg,../data/svox/images/train/gallery\@0624383.46@5736187.69@201205@DWVBYbxSQKnofegasOaPdQ@B@.jpg
140,svox_train_night,mixvpr,superpoint-lg,10,0,../data/svox/images/train/queries_night\@0619877.92@5736010.84@20141216_191715@.jpg,../data/svox/images/train/gallery\@0623991.84@5735579.52@201204@S5yQ_Fa3pZ5M4H_1iDmT5w@B@.jpg
141,svox_train_night,mixvpr,superpoint-lg,134,1,../data/svox/images/train/queries_night\@0619878.55@5736051.67@20141216_190007@.jpg,../data/svox/images/train/gallery\@0619884.29@5736054.67@201206@qpYQZh5phEeKymdfr8SWjw@F@.jpg
142,svox_train_night,mixvpr,superpoint-lg,10,0,../data/svox/images/train/queries_night\@0619879.47@5736005.81@20141216_191716@.jpg,../data/svox/images/train/gallery\@0623991.84@5735579.52@201204@S5yQ_Fa3pZ5M4H_1iDmT5w@B@.jpg
143,svox_train_night,mixvpr,superpoint-lg,8,1,../data/svox/images/train/queries_night\@0619882.11@5736053.96@20141216_185945@.jpg,../data/svox/images/train/gallery\@0619903.42@5736062.59@201206@VGIr4R-d8jNftNNlNj7INg@F@.jpg
144,svox_train_night,mixvpr,superpoint-lg,39,1,../data/svox/images/train/queries_night\@0619882.39@5736053.37@20141216_191645@.jpg,../data/svox/images/train/gallery\@0619893.46@5736058.48@201206@IDcGr_C2pNIFvP5Su6ZeMQ@F@.jpg
145,svox_train_night,mixvpr,superpoint-lg,68,1,../data/svox/images/train/queries_night\@0619882.40@5736054.06@20141216_190003@.jpg,../data/svox/images/train/gallery\@0619884.29@5736054.67@201206@qpYQZh5phEeKymdfr8SWjw@F@.jpg
146,svox_train_night,mixvpr,superpoint-lg,5,0,../data/svox/images/train/queries_night\@0619883.76@5736001.92@20141216_191717@.jpg,../data/svox/images/train/gallery\@0624008.69@5736199.34@201207@ausvE80oE2Sz9SkBxjq1ew@B@.jpg
147,svox_train_night,mixvpr,superpoint-lg,60,1,../data/svox/images/train/queries_night\@0619885.80@5736057.98@20141216_191644@.jpg,../data/svox/images/train/gallery\@0619893.46@5736058.48@201206@IDcGr_C2pNIFvP5Su6ZeMQ@F@.jpg
148,svox_train_night,mixvpr,superpoint-lg,6,0,../data/svox/images/train/queries_night\@0619886.69@5735996.79@20141216_191718@.jpg,../data/svox/images/train/gallery\@0620038.48@5736094.00@201209@yIJxIXtDfX9meqEYflw0UA@B@.jpg
149,svox_train_night,mixvpr,superpoint-lg,11,1,../data/svox/images/train/queries_night\@0619886.72@5736056.64@20141216_185946@.jpg,../data/svox/images/train/gallery\@0619903.42@5736062.59@201206@VGIr4R-d8jNftNNlNj7INg@F@.jpg
150,svox_train_night,mixvpr,superpoint-lg,57,1,../data/svox/images/train/queries_night\@0619886.78@5736057.02@20141216_185942@.jpg,../data/svox/images/train/gallery\@0619888.68@5736056.48@201206@mmVZUnH6v6oUUtDiPZqCsg@F@.jpg
151,svox_train_night,mixvpr,superpoint-lg,6,0,../data/svox/images/train/queries_night\@0619889.70@5735991.64@20141216_191718@.jpg,../data/svox/images/train/gallery\@0620130.20@5736370.54@201206@2GuGrNo7VMraYdlQaBcPcw@B@.jpg
152,svox_train_night,mixvpr,superpoint-lg,72,1,../data/svox/images/train/queries_night\@0619891.91@5736057.55@20141216_191643@.jpg,../data/svox/images/train/gallery\@0619893.46@5736058.48@201206@IDcGr_C2pNIFvP5Su6ZeMQ@F@.jpg
153,svox_train_night,mixvpr,superpoint-lg,9,0,../data/svox/images/train/queries_night\@0619892.33@5735985.59@20141216_191719@.jpg,../data/svox/images/train/gallery\@0623892.78@5735739.16@201204@puRMNWbeyJXjczKLexPQzQ@F@.jpg
154,svox_train_night,mixvpr,superpoint-lg,37,1,../data/svox/images/train/queries_night\@0619892.34@5736058.95@20141216_185940@.jpg,../data/svox/images/train/gallery\@0619903.42@5736062.59@201206@VGIr4R-d8jNftNNlNj7INg@F@.jpg
155,svox_train_night,mixvpr,superpoint-lg,7,0,../data/svox/images/train/queries_night\@0619895.34@5735980.14@20141216_191720@.jpg,../data/svox/images/train/gallery\@0624555.52@5735954.99@201207@NiqC8buNsqeXbLFCWkOO1g@F@.jpg
156,svox_train_night,mixvpr,superpoint-lg,53,1,../data/svox/images/train/queries_night\@0619897.50@5736060.91@20141216_185939@.jpg,../data/svox/images/train/gallery\@0619903.42@5736062.59@201206@VGIr4R-d8jNftNNlNj7INg@F@.jpg
157,svox_train_night,mixvpr,superpoint-lg,67,1,../data/svox/images/train/queries_night\@0619898.13@5736060.40@20141216_191642@.jpg,../data/svox/images/train/gallery\@0619903.42@5736062.59@201206@VGIr4R-d8jNftNNlNj7INg@F@.jpg
158,svox_train_night,mixvpr,superpoint-lg,9,0,../data/svox/images/train/queries_night\@0619898.38@5735974.78@20141216_191721@.jpg,../data/svox/images/train/gallery\@0624540.89@5735983.91@201207@L3fClGWylE6UzhG4NEb_yQ@B@.jpg
159,svox_train_night,mixvpr,superpoint-lg,9,0,../data/svox/images/train/queries_night\@0619901.28@5735968.99@20141216_191722@.jpg,../data/svox/images/train/gallery\@0623127.99@5735701.42@201207@ru2TH3nRNIprVhpN7CNyhg@F@.jpg
160,svox_train_night,mixvpr,superpoint-lg,27,1,../data/svox/images/train/queries_night\@0619902.29@5736062.68@20141216_185939@.jpg,../data/svox/images/train/gallery\@0619913.52@5736066.66@201206@KkN4ykTHI7aZyoZqfY0UPA@F@.jpg
161,svox_train_night,mixvpr,superpoint-lg,7,0,../data/svox/images/train/queries_night\@0619904.26@5735963.17@20141216_191722@.jpg,../data/svox/images/train/gallery\@0623326.24@5735414.68@201207@lEeSLXaxrr1XCuG6vC_mmg@F@.jpg
162,svox_train_night,mixvpr,superpoint-lg,59,1,../data/svox/images/train/queries_night\@0619905.52@5736065.09@20141216_191641@.jpg,../data/svox/images/train/gallery\@0619903.42@5736062.59@201206@VGIr4R-d8jNftNNlNj7INg@F@.jpg
163,svox_train_night,mixvpr,superpoint-lg,29,1,../data/svox/images/train/queries_night\@0619907.47@5736064.61@20141216_185938@.jpg,../data/svox/images/train/gallery\@0619913.52@5736066.66@201206@KkN4ykTHI7aZyoZqfY0UPA@F@.jpg
164,svox_train_night,mixvpr,superpoint-lg,4,0,../data/svox/images/train/queries_night\@0619907.59@5735958.18@20141216_191723@.jpg,../data/svox/images/train/gallery\@0624222.27@5735586.56@201207@-V9ae7LEfdrArOnXCM0BIA@F@.jpg
165,svox_train_night,mixvpr,superpoint-lg,11,0,../data/svox/images/train/queries_night\@0619910.11@5735952.71@20141216_191724@.jpg,../data/svox/images/train/gallery\@0624222.85@5735581.14@201207@PMetyzcafJwMkEuh9uneVw@F@.jpg
166,svox_train_night,mixvpr,superpoint-lg,7,0,../data/svox/images/train/queries_night\@0619911.63@5736065.69@20141216_191640@.jpg,../data/svox/images/train/gallery\@0621571.45@5736143.68@201205@OKyj1Rpgug--P-jnYTs3Xw@B@.jpg
167,svox_train_night,mixvpr,superpoint-lg,9,0,../data/svox/images/train/queries_night\@0619912.74@5735947.16@20141216_191725@.jpg,../data/svox/images/train/gallery\@0624222.85@5735581.14@201207@PMetyzcafJwMkEuh9uneVw@F@.jpg
168,svox_train_night,mixvpr,superpoint-lg,5,0,../data/svox/images/train/queries_night\@0619912.94@5736066.75@20141216_185937@.jpg,../data/svox/images/train/gallery\@0623919.79@5735869.51@201204@vjonMEyUwNFdQleGvDN_4w@B@.jpg
169,svox_train_night,mixvpr,superpoint-lg,11,0,../data/svox/images/train/queries_night\@0619914.97@5735942.48@20141216_191725@.jpg,../data/svox/images/train/gallery\@0624222.85@5735581.14@201207@PMetyzcafJwMkEuh9uneVw@F@.jpg
170,svox_train_night,mixvpr,superpoint-lg,5,0,../data/svox/images/train/queries_night\@0619917.27@5736069.82@20141216_185936@.jpg,../data/svox/images/train/gallery\@0623549.15@5735045.11@201206@T-6KaSGZGf2uEP5wWFxlBg@F@.jpg
171,svox_train_night,mixvpr,superpoint-lg,8,0,../data/svox/images/train/queries_night\@0619917.29@5735937.72@20141216_191726@.jpg,../data/svox/images/train/gallery\@0624222.85@5735581.14@201207@PMetyzcafJwMkEuh9uneVw@F@.jpg
172,svox_train_night,mixvpr,superpoint-lg,10,0,../data/svox/images/train/queries_night\@0619917.38@5736067.75@20141216_191639@.jpg,../data/svox/images/train/gallery\@0623549.15@5735045.11@201206@T-6KaSGZGf2uEP5wWFxlBg@F@.jpg
173,svox_train_night,mixvpr,superpoint-lg,10,0,../data/svox/images/train/queries_night\@0619919.35@5735933.10@20141216_191726@.jpg,../data/svox/images/train/gallery\@0621760.48@5735687.14@201209@CeWCftkAi8yaBSPLNxdrMw@F@.jpg
174,svox_train_night,mixvpr,superpoint-lg,12,1,../data/svox/images/train/queries_night\@0619921.44@5735928.43@20141216_191727@.jpg,../data/svox/images/train/gallery\@0619913.82@5735937.55@201205@BTP3Z3hqYzCZdaqAZy7SUA@B@.jpg
175,svox_train_night,mixvpr,superpoint-lg,22,0,../data/svox/images/train/queries_night\@0619923.05@5736070.05@20141216_191639@.jpg,../data/svox/images/train/gallery\@0622897.56@5735483.13@201204@ZATa_nnuLDgx9nT0DmImqw@B@.jpg
176,svox_train_night,mixvpr,superpoint-lg,9,1,../data/svox/images/train/queries_night\@0619923.75@5735923.79@20141216_191728@.jpg,../data/svox/images/train/gallery\@0619920.72@5735923.41@201205@hphooCj1zFlvSBGvNW9rpw@B@.jpg
177,svox_train_night,mixvpr,superpoint-lg,9,0,../data/svox/images/train/queries_night\@0619924.20@5736071.03@20141216_185935@.jpg,../data/svox/images/train/gallery\@0624087.00@5736047.77@201204@sXGbJOyxzLk2xWnETKP3Og@F@.jpg
178,svox_train_night,mixvpr,superpoint-lg,6,0,../data/svox/images/train/queries_night\@0619925.83@5735919.14@20141216_191728@.jpg,../data/svox/images/train/gallery\@0622823.92@5736197.45@201207@lzr5r5TF0hkS2AlXZde0aA@F@.jpg
179,svox_train_night,mixvpr,superpoint-lg,6,0,../data/svox/images/train/queries_night\@0619928.68@5735913.10@20141216_191729@.jpg,../data/svox/images/train/gallery\@0620088.39@5735685.08@201207@1VEkoOCwnWLaWe_tKCBfMA@F@.jpg
180,svox_train_night,mixvpr,superpoint-lg,7,0,../data/svox/images/train/queries_night\@0619928.81@5736072.74@20141216_191638@.jpg,../data/svox/images/train/gallery\@0624087.00@5736047.77@201204@sXGbJOyxzLk2xWnETKP3Og@F@.jpg
181,svox_train_night,mixvpr,superpoint-lg,4,0,../data/svox/images/train/queries_night\@0619930.32@5736073.41@20141216_185935@.jpg,../data/svox/images/train/gallery\@0622793.56@5735020.77@201207@9MXE38UyDXIGYZ2UUoadJQ@B@.jpg
182,svox_train_night,mixvpr,superpoint-lg,6,0,../data/svox/images/train/queries_night\@0619930.97@5735908.65@20141216_191730@.jpg,../data/svox/images/train/gallery\@0619644.11@5736818.08@201205@UKjFkw2BzKPAsdiKoEIWrQ@F@.jpg
183,svox_train_night,mixvpr,superpoint-lg,6,0,../data/svox/images/train/queries_night\@0619933.74@5735902.81@20141216_191730@.jpg,../data/svox/images/train/gallery\@0619533.08@5736499.40@201205@39GeSCdjgXTrRpmM0k8Jzw@B@.jpg
184,svox_train_night,mixvpr,superpoint-lg,8,0,../data/svox/images/train/queries_night\@0619934.30@5735895.98@20141216_191731@.jpg,../data/svox/images/train/gallery\@0619405.60@5736022.03@201205@Y_CAlQr-37-y-RQe99Zlxw@F@.jpg
185,svox_train_night,mixvpr,superpoint-lg,17,0,../data/svox/images/train/queries_night\@0619934.88@5736075.03@20141216_191637@.jpg,../data/svox/images/train/gallery\@0623422.32@5734980.04@201207@TQxjaUAGkFgxVkhgtMJkKA@F@.jpg
186,svox_train_night,mixvpr,superpoint-lg,18,0,../data/svox/images/train/queries_night\@0619935.97@5736071.72@20141216_185934@.jpg,../data/svox/images/train/gallery\@0623422.32@5734980.04@201207@TQxjaUAGkFgxVkhgtMJkKA@F@.jpg
187,svox_train_night,mixvpr,superpoint-lg,7,0,../data/svox/images/train/queries_night\@0619938.31@5735892.64@20141216_191732@.jpg,../data/svox/images/train/gallery\@0619923.86@5736070.75@201206@9_EX2Nh7vq-VGgCwDTJ2cA@F@.jpg
188,svox_train_night,mixvpr,superpoint-lg,5,0,../data/svox/images/train/queries_night\@0619940.45@5735887.02@20141216_191733@.jpg,../data/svox/images/train/gallery\@0619265.83@5736591.93@201205@qfYrEDokFOMbxsF6AhXFeA@F@.jpg
189,svox_train_night,mixvpr,superpoint-lg,10,0,../data/svox/images/train/queries_night\@0619940.45@5736077.28@20141216_185933@.jpg,../data/svox/images/train/gallery\@0623422.32@5734980.04@201207@TQxjaUAGkFgxVkhgtMJkKA@F@.jpg
190,svox_train_night,mixvpr,superpoint-lg,6,0,../data/svox/images/train/queries_night\@0619940.51@5736076.33@20141216_191636@.jpg,../data/svox/images/train/gallery\@0622669.65@5736908.52@201209@g1AfVDcW2Djuc24-xImWBA@B@.jpg
191,svox_train_night,mixvpr,superpoint-lg,13,0,../data/svox/images/train/queries_night\@0619942.63@5735881.93@20141216_191733@.jpg,../data/svox/images/train/gallery\@0622577.00@5736035.50@201207@tdjQ0DjEjUt3vXAWs6bhWA@F@.jpg
192,svox_train_night,mixvpr,superpoint-lg,8,0,../data/svox/images/train/queries_night\@0619945.04@5736078.66@20141216_191635@.jpg,../data/svox/images/train/gallery\@0619577.60@5736317.97@201205@N4fPiKFHcU9n5iuACeKW_Q@B@.jpg
193,svox_train_night,mixvpr,superpoint-lg,84,1,../data/svox/images/train/queries_night\@0619945.08@5735876.50@20141216_191734@.jpg,../data/svox/images/train/gallery\@0619939.45@5735883.39@201205@YLNT3HiIcMiap5ly-_IYdA@B@.jpg
194,svox_train_night,mixvpr,superpoint-lg,17,0,../data/svox/images/train/queries_night\@0619945.22@5736080.45@20141216_185932@.jpg,../data/svox/images/train/gallery\@0619577.60@5736317.97@201205@N4fPiKFHcU9n5iuACeKW_Q@B@.jpg
195,svox_train_night,mixvpr,superpoint-lg,11,0,../data/svox/images/train/queries_night\@0619946.79@5735871.75@20141216_191735@.jpg,../data/svox/images/train/gallery\@0619522.51@5736089.11@201205@E9PaaTnoUcRRYusYFvFmiw@B@.jpg
196,svox_train_night,mixvpr,superpoint-lg,7,0,../data/svox/images/train/queries_night\@0619949.91@5736080.60@20141216_191635@.jpg,../data/svox/images/train/gallery\@0619574.99@5736328.72@201205@5Buf8fWQ_YevfL-1bN4HOw@B@.jpg
197,svox_train_night,mixvpr,superpoint-lg,10,0,../data/svox/images/train/queries_night\@0619950.26@5736081.84@20141216_185932@.jpg,../data/svox/images/train/gallery\@0619577.60@5736317.97@201205@N4fPiKFHcU9n5iuACeKW_Q@B@.jpg
198,svox_train_night,mixvpr,superpoint-lg,6,0,../data/svox/images/train/queries_night\@0619950.57@5735867.81@20141216_191737@.jpg,../data/svox/images/train/gallery\@0624111.64@5734960.93@201207@Op2XS42gJ9xetWMFgov1rQ@F@.jpg
199,svox_train_night,mixvpr,superpoint-lg,7,0,../data/svox/images/train/queries_night\@0619954.46@5736083.28@20141216_191634@.jpg,../data/svox/images/train/gallery\@0621975.76@5735606.76@201205@7H878DjodPtcxz1-vd9qSw@F@.jpg
200,svox_train_night,mixvpr,superpoint-lg,8,0,../data/svox/images/train/queries_night\@0619955.58@5735866.45@20141216_191739@.jpg,../data/svox/images/train/gallery\@0623936.49@5736626.27@201207@h7aMfNWEyBILXnxw1iJADw@B@.jpg
201,svox_train_night,mixvpr,superpoint-lg,17,0,../data/svox/images/train/queries_night\@0619956.16@5736084.41@20141216_185931@.jpg,../data/svox/images/train/gallery\@0621975.76@5735606.76@201205@7H878DjodPtcxz1-vd9qSw@F@.jpg
202,svox_train_night,mixvpr,superpoint-lg,4,0,../data/svox/images/train/queries_night\@0619956.20@5735863.00@20141216_184637@.jpg,../data/svox/images/train/gallery\@0621765.65@5736436.10@201205@-uDrttUL3M7zZBfvtMob9A@B@.jpg
203,svox_train_night,mixvpr,superpoint-lg,4,0,../data/svox/images/train/queries_night\@0619957.21@5735857.20@20141216_184639@.jpg,../data/svox/images/train/gallery\@0622249.71@5736182.90@201205@9xOA7e0rqCQv-4ZTI_J4rQ@F@.jpg
204,svox_train_night,mixvpr,superpoint-lg,4,0,../data/svox/images/train/queries_night\@0619957.27@5735867.98@20141216_184635@.jpg,../data/svox/images/train/gallery\@0623985.79@5736562.89@201207@LfDSp9baVnwbzHe5XXCwvw@F@.jpg
205,svox_train_night,mixvpr,superpoint-lg,8,0,../data/svox/images/train/queries_night\@0619959.07@5735852.37@20141216_184640@.jpg,../data/svox/images/train/gallery\@0624014.26@5736621.96@201207@OrHUwr5NcpHZliK1C2rFww@B@.jpg
206,svox_train_night,mixvpr,superpoint-lg,27,0,../data/svox/images/train/queries_night\@0619959.97@5736085.74@20141216_191633@.jpg,../data/svox/images/train/gallery\@0619577.60@5736317.97@201205@N4fPiKFHcU9n5iuACeKW_Q@B@.jpg
207,svox_train_night,mixvpr,superpoint-lg,4,0,../data/svox/images/train/queries_night\@0619961.32@5735847.07@20141216_184641@.jpg,../data/svox/images/train/gallery\@0622706.21@5736303.47@201207@SfOl_7raVMq9iA5zjUIi5Q@B@.jpg
208,svox_train_night,mixvpr,superpoint-lg,10,0,../data/svox/images/train/queries_night\@0619961.67@5736086.67@20141216_185930@.jpg,../data/svox/images/train/gallery\@0619784.96@5735645.14@201205@CQpS6xiyCxfm6W3PW4PwqQ@B@.jpg
209,svox_train_night,mixvpr,superpoint-lg,8,0,../data/svox/images/train/queries_night\@0619963.75@5735841.47@20141216_184642@.jpg,../data/svox/images/train/gallery\@0619614.42@5735830.59@201205@vLz4mgC7Bha50ibQJdu-Xw@F@.jpg
210,svox_train_night,mixvpr,superpoint-lg,5,0,../data/svox/images/train/queries_night\@0619965.78@5735836.84@20141216_184643@.jpg,../data/svox/images/train/gallery\@0620086.76@5735695.62@201207@O1mwBXGAxTSzRHgss5ZKxg@F@.jpg
211,svox_train_night,mixvpr,superpoint-lg,11,0,../data/svox/images/train/queries_night\@0619965.78@5736084.06@20141216_191633@.jpg,../data/svox/images/train/gallery\@0619577.60@5736317.97@201205@N4fPiKFHcU9n5iuACeKW_Q@B@.jpg
212,svox_train_night,mixvpr,superpoint-lg,19,0,../data/svox/images/train/queries_night\@0619966.41@5736088.49@20141216_185930@.jpg,../data/svox/images/train/gallery\@0619577.60@5736317.97@201205@N4fPiKFHcU9n5iuACeKW_Q@B@.jpg
213,svox_train_night,mixvpr,superpoint-lg,7,0,../data/svox/images/train/queries_night\@0619967.84@5735832.17@20141216_184643@.jpg,../data/svox/images/train/gallery\@0620758.95@5735689.00@201205@QKl-MCNeFQJUejBVwR-c1g@B@.jpg
214,svox_train_night,mixvpr,superpoint-lg,12,0,../data/svox/images/train/queries_night\@0619969.85@5735827.49@20141216_184644@.jpg,../data/svox/images/train/gallery\@0620758.95@5735689.00@201205@QKl-MCNeFQJUejBVwR-c1g@B@.jpg
215,svox_train_night,mixvpr,superpoint-lg,9,0,../data/svox/images/train/queries_night\@0619971.47@5736085.57@20141216_185929@.jpg,../data/svox/images/train/gallery\@0623193.31@5734890.73@201209@Q6Kh20xPWq3-LydvhEzRJA@B@.jpg
216,svox_train_night,mixvpr,superpoint-lg,4,0,../data/svox/images/train/queries_night\@0619971.85@5735822.78@20141216_184645@.jpg,../data/svox/images/train/gallery\@0620153.85@5736251.85@201206@8b1a1XpIcvmOVJC3Cq9G7w@B@.jpg
217,svox_train_night,mixvpr,superpoint-lg,12,0,../data/svox/images/train/queries_night\@0619971.93@5736086.91@20141216_191632@.jpg,../data/svox/images/train/gallery\@0622013.99@5736757.91@201205@trY2d6HbJHcAWCeLIqeW9A@F@.jpg
218,svox_train_night,mixvpr,superpoint-lg,4,0,../data/svox/images/train/queries_night\@0619973.84@5735817.88@20141216_184646@.jpg,../data/svox/images/train/gallery\@0620045.38@5735586.27@201205@tLqVWpBKYU2Y9Si5b9UrCA@B@.jpg
